date,asset,open,high,low,close,adj_close,volume,source,asset_class,description
2017-08-22,AAPL,159.647728,162.821622,152.581389,155.676329,155.67468,7583430,sample,Equity,Technology equity
2017-08-23,AAPL,154.564017,161.751031,151.321255,158.427219,158.425563,7191978,sample,Equity,Technology equity
2017-08-24,AAPL,158.311273,163.684049,144.759858,149.845317,149.843772,5179461,sample,Equity,Technology equity
2017-08-25,AAPL,149.346922,161.135888,144.98315,156.561319,156.559727,5389817,sample,Equity,Technology equity
2017-08-28,AAPL,155.869092,160.102451,153.96837,158.173627,158.172042,6392439,sample,Equity,Technology equity
2017-08-29,AAPL,158.439513,165.218438,154.757676,161.466266,161.464671,8369351,sample,Equity,Technology equity
2017-08-30,AAPL,161.342654,163.356888,158.256779,160.257465,160.255905,9239430,sample,Equity,Technology equity
2017-08-31,AAPL,160.016408,161.109515,156.964881,158.044518,158.043003,11908380,sample,Equity,Technology equity
2017-09-01,AAPL,157.314666,158.073889,156.863284,157.621627,157.620139,14114895,sample,Equity,Technology equity
2017-09-04,AAPL,157.667375,164.59112,154.542003,161.391919,161.390419,5063048,sample,Equity,Technology equity
2017-09-05,AAPL,159.998004,167.10153,156.757273,163.784113,163.782615,8405287,sample,Equity,Technology equity
2017-09-06,AAPL,163.143371,168.015714,155.892307,160.691421,160.689976,8296374,sample,Equity,Technology equity
2017-09-07,AAPL,160.572669,164.305922,150.078082,153.650395,153.649036,9882645,sample,Equity,Technology equity
2017-09-08,AAPL,155.552073,158.752322,153.708148,156.892507,156.891143,7316186,sample,Equity,Technology equity
2017-09-11,AAPL,155.239339,169.38934,151.260959,165.156801,165.15539,5338427,sample,Equity,Technology equity
2017-09-12,AAPL,164.269749,170.693615,148.750464,154.804173,154.802873,7499449,sample,Equity,Technology equity
2017-09-13,AAPL,154.952003,161.270565,151.965309,158.220864,158.21956,5840407,sample,Equity,Technology equity
2017-09-14,AAPL,158.58767,163.457466,144.006731,148.568877,148.567674,9591604,sample,Equity,Technology equity
2017-09-15,AAPL,147.368984,150.492018,146.373916,149.482678,149.481492,15403888,sample,Equity,Technology equity
2017-09-18,AAPL,148.773435,173.819576,141.278324,165.482664,165.481376,12255985,sample,Equity,Technology equity
2017-09-19,AAPL,166.428935,171.989635,163.740184,169.255224,169.253932,10205254,sample,Equity,Technology equity
2017-09-20,AAPL,168.39689,171.496165,162.54304,165.590667,165.589429,7466996,sample,Equity,Technology equity
2017-09-21,AAPL,165.385298,177.984904,161.195229,173.587042,173.585771,8595214,sample,Equity,Technology equity
2017-09-22,AAPL,172.444761,176.554746,169.918592,174.005711,174.004463,22302315,sample,Equity,Technology equity
2017-09-25,AAPL,174.83203,177.897954,166.931527,169.911157,169.909966,7589214,sample,Equity,Technology equity
2017-09-26,AAPL,169.277654,172.050748,164.341137,167.0782,167.077055,8145660,sample,Equity,Technology equity
2017-09-27,AAPL,167.374088,172.712026,158.909032,164.143954,164.142855,7586125,sample,Equity,Technology equity
2017-09-28,AAPL,166.168496,174.305638,162.3599,170.400054,170.39894,7168039,sample,Equity,Technology equity
2017-09-29,AAPL,171.362552,173.94795,164.671376,167.19388,167.192813,14991018,sample,Equity,Technology equity
2017-10-02,AAPL,167.820477,171.231197,160.34401,163.670385,163.669366,5300861,sample,Equity,Technology equity
2017-10-03,AAPL,162.913355,164.12308,160.660266,161.862184,161.861202,10503728,sample,Equity,Technology equity
2017-10-04,AAPL,161.64365,169.26629,159.145828,166.690481,166.689496,6505340,sample,Equity,Technology equity
2017-10-05,AAPL,167.450461,169.193151,162.902761,164.615952,164.615006,12588968,sample,Equity,Technology equity
2017-10-06,AAPL,163.795932,173.90992,159.653132,169.619819,169.618872,9620123,sample,Equity,Technology equity
2017-10-09,AAPL,169.707125,170.52002,168.497291,169.308275,169.307356,8366951,sample,Equity,Technology equity
2017-10-10,AAPL,168.564126,171.331351,163.748074,166.481103,166.480226,10721118,sample,Equity,Technology equity
2017-10-11,AAPL,167.621569,169.993202,164.295407,166.653342,166.652491,7631793,sample,Equity,Technology equity
2017-10-12,AAPL,166.74511,167.492911,164.836052,165.578621,165.577802,7450886,sample,Equity,Technology equity
2017-10-13,AAPL,165.917523,174.580867,161.510335,170.06355,170.062736,4770799,sample,Equity,Technology equity
2017-10-16,AAPL,170.75036,187.751942,164.892963,181.524935,181.524096,8051676,sample,Equity,Technology equity
2017-10-17,AAPL,181.575438,187.309303,179.121581,184.81171,184.810885,11710960,sample,Equity,Technology equity
2017-10-18,AAPL,185.922474,188.436497,177.919651,180.358437,180.357662,9186218,sample,Equity,Technology equity
2017-10-19,AAPL,179.16984,202.055203,172.481306,194.78379,194.782985,4840699,sample,Equity,Technology equity
2017-10-20,AAPL,194.287032,199.962945,191.40462,197.039695,197.038913,14209523,sample,Equity,Technology equity
2017-10-23,AAPL,197.396149,213.191973,191.614976,207.125845,207.125056,5955423,sample,Equity,Technology equity
2017-10-24,AAPL,207.088237,214.511368,186.862943,193.810116,193.80941,12690603,sample,Equity,Technology equity
2017-10-25,AAPL,193.252697,204.391862,188.860064,199.849288,199.848592,10467617,sample,Equity,Technology equity
2017-10-26,AAPL,200.730923,205.745595,187.951183,192.766898,192.766258,14764798,sample,Equity,Technology equity
2017-10-27,AAPL,193.326726,204.705694,189.265929,200.494343,200.493711,10652328,sample,Equity,Technology equity
2017-10-30,AAPL,200.937075,203.942762,192.291475,195.211517,195.210934,13306478,sample,Equity,Technology equity
2017-10-31,AAPL,195.31645,201.619082,179.211388,185.18716,185.186638,15732569,sample,Equity,Technology equity
2017-11-01,AAPL,185.706348,201.974861,180.583101,196.552395,196.551873,11816280,sample,Equity,Technology equity
2017-11-02,AAPL,196.586447,204.979307,180.916364,188.984682,188.984211,10362472,sample,Equity,Technology equity
2017-11-03,AAPL,187.08799,195.464479,164.311691,172.013239,172.012839,11521982,sample,Equity,Technology equity
2017-11-06,AAPL,172.705037,186.296259,138.743079,150.594269,150.593944,13203631,sample,Equity,Technology equity
2017-11-07,AAPL,150.625688,162.870279,146.138093,158.158266,158.157951,15856318,sample,Equity,Technology equity
2017-11-08,AAPL,158.602231,202.890124,143.82758,185.600445,185.600106,15385274,sample,Equity,Technology equity
2017-11-09,AAPL,184.322233,191.265555,169.313211,175.940809,175.940517,7264390,sample,Equity,Technology equity
2017-11-10,AAPL,176.468929,182.369083,173.480499,179.332165,179.331896,9294364,sample,Equity,Technology equity
2017-11-13,AAPL,179.985438,183.956857,176.674894,180.634378,180.634137,16824313,sample,Equity,Technology equity
2017-11-14,AAPL,181.482269,190.287459,156.536961,164.51913,164.518939,12624327,sample,Equity,Technology equity
2017-11-15,AAPL,163.27134,188.448879,156.129958,180.551666,180.551486,23548068,sample,Equity,Technology equity
2017-11-16,AAPL,183.757066,223.61818,169.306905,207.315451,207.315278,11951490,sample,Equity,Technology equity
2017-11-17,AAPL,209.578635,214.191018,197.768448,202.218858,202.218724,7271770,sample,Equity,Technology equity
2017-11-20,AAPL,199.836087,203.23341,196.587865,199.982803,199.982704,13555540,sample,Equity,Technology equity
2017-11-21,AAPL,197.950203,242.670837,185.188248,227.973279,227.973204,10042993,sample,Equity,Technology equity
2017-11-22,AAPL,228.067125,233.974222,222.577883,228.475159,228.475121,7361501,sample,Equity,Technology equity
2017-11-23,AAPL,227.33719,261.027826,215.886064,248.5102,248.510201,10923742,sample,Equity,Technology equity
2017-11-24,AAPL,245.638017,311.577279,224.952591,287.376974,287.377022,9314351,sample,Equity,Technology equity
2017-11-27,AAPL,285.841777,315.145056,277.129978,305.824238,305.824341,16858777,sample,Equity,Technology equity
2017-11-28,AAPL,304.326576,394.142134,274.218383,358.65866,358.658841,14487025,sample,Equity,Technology equity
2017-11-29,AAPL,353.989812,401.696029,337.45589,383.771102,383.771359,9377833,sample,Equity,Technology equity
2017-11-30,AAPL,381.272921,410.391672,324.592556,351.432305,351.432599,10676108,sample,Equity,Technology equity
2017-12-01,AAPL,353.732073,366.707725,324.883438,337.254663,337.255001,16522167,sample,Equity,Technology equity
2017-12-04,AAPL,340.965825,369.726115,317.80395,346.208129,346.208533,6328183,sample,Equity,Technology equity
2017-12-05,AAPL,337.801414,380.746311,321.448848,363.16588,363.166365,11980115,sample,Equity,Technology equity
2017-12-06,AAPL,362.410287,372.07822,349.367006,358.942429,358.942968,8151631,sample,Equity,Technology equity
2017-12-07,AAPL,352.602737,356.364466,347.869023,351.62027,351.620857,8959505,sample,Equity,Technology equity
2017-12-08,AAPL,351.715755,366.433937,343.090472,357.662812,357.663468,8666123,sample,Equity,Technology equity
2017-12-11,AAPL,359.783009,371.641492,339.821555,351.40386,351.404563,6829037,sample,Equity,Technology equity
2017-12-12,AAPL,350.520064,353.966867,346.628584,350.070971,350.071729,6793671,sample,Equity,Technology equity
2017-12-13,AAPL,354.486541,369.399657,347.084429,361.843915,361.844759,9424537,sample,Equity,Technology equity
2017-12-14,AAPL,362.311244,368.791558,344.21091,350.479603,350.480478,8963374,sample,Equity,Technology equity
2017-12-15,AAPL,344.835619,359.238614,340.075606,354.347304,354.348247,15072447,sample,Equity,Technology equity
2017-12-18,AAPL,353.577013,362.28825,335.21264,343.68004,343.681012,11033642,sample,Equity,Technology equity
2017-12-19,AAPL,344.295943,350.654,337.637621,343.990029,343.991058,9630499,sample,Equity,Technology equity
2017-12-20,AAPL,344.76238,355.180214,339.556934,349.897239,349.898343,13130940,sample,Equity,Technology equity
2017-12-21,AAPL,352.728902,368.403825,343.072145,358.586698,358.587889,8361957,sample,Equity,Technology equity
2017-12-22,AAPL,360.414677,369.676252,353.573902,362.790386,362.79165,6395523,sample,Equity,Technology equity
2017-12-25,AAPL,363.349479,383.62239,355.479964,375.489934,375.491304,8688497,sample,Equity,Technology equity
2017-12-26,AAPL,374.578028,385.212007,352.38566,362.681917,362.6833,5034947,sample,Equity,Technology equity
2017-12-27,AAPL,363.313093,381.475412,354.864118,372.805683,372.807165,8656855,sample,Equity,Technology equity
2017-12-28,AAPL,373.142617,374.27213,371.01908,372.145575,372.147115,14577013,sample,Equity,Technology equity
2017-12-29,AAPL,371.878256,376.700177,360.64814,365.385879,365.387451,7365425,sample,Equity,Technology equity
2018-01-01,AAPL,365.159929,385.489748,357.387718,377.455826,377.457511,6666929,sample,Equity,Technology equity
2018-01-02,AAPL,378.299452,381.880465,372.862425,376.425701,376.427443,6639157,sample,Equity,Technology equity
2018-01-03,AAPL,377.162424,383.02513,364.584491,370.341165,370.342939,6316104,sample,Equity,Technology equity
2018-01-04,AAPL,372.272374,381.426877,366.55442,375.656937,375.658797,10296482,sample,Equity,Technology equity
2018-01-05,AAPL,377.571776,380.339148,373.140425,375.895511,375.897433,5762710,sample,Equity,Technology equity
2018-01-08,AAPL,377.31904,394.146072,371.064455,387.719092,387.721136,6189438,sample,Equity,Technology equity
2018-01-09,AAPL,386.388318,393.577945,366.652956,373.604715,373.606745,6348512,sample,Equity,Technology equity
2018-01-10,AAPL,371.590742,381.996723,365.058436,375.397498,375.399598,8347005,sample,Equity,Technology equity
2018-01-11,AAPL,375.381578,382.600152,372.840792,380.027917,380.030104,8854214,sample,Equity,Technology equity
2018-01-12,AAPL,383.912498,393.877141,365.027683,374.75463,374.756846,6517520,sample,Equity,Technology equity
2018-01-15,AAPL,373.74805,399.789543,363.592589,389.213847,389.21621,4643917,sample,Equity,Technology equity
2018-01-16,AAPL,388.999498,410.406164,377.119568,398.243912,398.246393,5801596,sample,Equity,Technology equity
2018-01-17,AAPL,397.566032,410.069977,389.945765,402.357865,402.360435,4514100,sample,Equity,Technology equity
2018-01-18,AAPL,401.211229,417.086701,364.479824,379.496051,379.498536,10583299,sample,Equity,Technology equity
2018-01-19,AAPL,378.36142,388.400817,374.629708,384.607501,384.61008,7274643,sample,Equity,Technology equity
2018-01-22,AAPL,381.256227,386.437227,372.55708,377.689612,377.692204,5316739,sample,Equity,Technology equity
2018-01-23,AAPL,374.407938,376.733238,372.513639,374.836769,374.839399,4690870,sample,Equity,Technology equity
2018-01-24,AAPL,376.212032,381.715719,363.90402,369.306688,369.309337,7864703,sample,Equity,Technology equity
2018-01-25,AAPL,368.993648,390.246983,359.106769,380.063497,380.066283,6882246,sample,Equity,Technology equity
2018-01-26,AAPL,381.912473,383.213411,379.624622,380.922187,380.925038,7647266,sample,Equity,Technology equity
2018-01-29,AAPL,379.835324,398.794771,372.212348,390.948758,390.951744,8001638,sample,Equity,Technology equity
2018-01-30,AAPL,391.67124,394.947767,389.052557,392.324715,392.327772,5157711,sample,Equity,Technology equity
2018-01-31,AAPL,390.776506,398.932837,368.984021,376.84967,376.852664,6018357,sample,Equity,Technology equity
2018-02-01,AAPL,378.582329,417.335753,365.363476,403.255396,403.258662,4944748,sample,Equity,Technology equity
2018-02-02,AAPL,401.373904,420.90081,392.341669,411.637608,411.641004,7230553,sample,Equity,Technology equity
2018-02-05,AAPL,407.799037,417.243605,402.235719,411.628051,411.631509,7526953,sample,Equity,Technology equity
2018-02-06,AAPL,411.827594,413.053945,409.055689,410.277424,410.280933,11264055,sample,Equity,Technology equity
2018-02-07,AAPL,411.925194,414.190672,410.032043,412.295817,412.299405,5841229,sample,Equity,Technology equity
2018-02-08,AAPL,410.672147,412.348593,409.436408,411.111532,411.115171,6989021,sample,Equity,Technology equity
2018-02-09,AAPL,415.576301,425.998737,380.852717,390.650015,390.653531,6111292,sample,Equity,Technology equity
2018-02-12,AAPL,391.275053,393.627284,385.055081,387.38392,387.387464,8979406,sample,Equity,Technology equity
2018-02-13,AAPL,384.643667,403.93552,379.180426,398.278616,398.282319,11861547,sample,Equity,Technology equity
2018-02-14,AAPL,399.895674,411.677902,394.016345,405.713046,405.716878,7206144,sample,Equity,Technology equity
2018-02-15,AAPL,407.583798,429.904863,399.755141,421.803089,421.807135,4000576,sample,Equity,Technology equity
2018-02-16,AAPL,417.955769,436.807153,409.496631,428.141856,428.146025,4250712,sample,Equity,Technology equity
2018-02-19,AAPL,429.679895,438.961676,420.320622,429.600692,429.604937,7414521,sample,Equity,Technology equity
2018-02-20,AAPL,428.047157,444.75598,387.201521,402.929892,402.933932,7618619,sample,Equity,Technology equity
2018-02-21,AAPL,403.721909,412.37985,397.425901,406.047573,406.051703,9700524,sample,Equity,Technology equity
2018-02-22,AAPL,405.258798,411.967385,387.03411,393.548852,393.552911,5686518,sample,Equity,Technology equity
2018-02-23,AAPL,395.706763,430.10983,384.19419,417.950115,417.954486,7420433,sample,Equity,Technology equity
2018-02-26,AAPL,423.877837,427.724155,409.5344,413.284594,413.288974,6439755,sample,Equity,Technology equity
2018-02-27,AAPL,415.411677,425.028756,398.573706,408.019654,408.024036,7136180,sample,Equity,Technology equity
2018-02-28,AAPL,410.224081,413.368578,407.03895,410.183134,410.187596,4958260,sample,Equity,Technology equity
2018-03-01,AAPL,406.389928,452.846694,391.3136,436.647853,436.652664,9756266,sample,Equity,Technology equity
2018-03-02,AAPL,439.643146,448.179728,420.817847,429.150697,429.155485,7160740,sample,Equity,Technology equity
2018-03-05,AAPL,429.275907,439.162007,425.447567,435.28012,435.285036,11384941,sample,Equity,Technology equity
2018-03-06,AAPL,437.690956,450.417542,407.644161,419.852051,419.856851,3534088,sample,Equity,Technology equity
2018-03-07,AAPL,422.440332,435.187451,386.627406,398.65686,398.661472,7070422,sample,Equity,Technology equity
2018-03-08,AAPL,392.07908,410.801127,386.892172,405.437496,405.442241,11930834,sample,Equity,Technology equity
2018-03-09,AAPL,408.113979,418.672669,402.11013,412.602784,412.607669,4629500,sample,Equity,Technology equity
2018-03-12,AAPL,410.243257,418.013858,407.482214,415.219325,415.224296,4484976,sample,Equity,Technology equity
2018-03-13,AAPL,418.123974,427.273638,413.177911,422.278431,422.283543,10496652,sample,Equity,Technology equity
2018-03-14,AAPL,418.288847,448.954437,408.444658,438.631495,438.636863,8929786,sample,Equity,Technology equity
2018-03-15,AAPL,437.216792,452.229581,411.491629,426.123506,426.128777,9181401,sample,Equity,Technology equity
2018-03-16,AAPL,421.219213,424.177329,417.182037,420.132522,420.137774,4416702,sample,Equity,Technology equity
2018-03-19,AAPL,421.905926,448.561067,409.668971,435.917714,435.92322,9339477,sample,Equity,Technology equity
2018-03-20,AAPL,440.013294,454.061462,395.781398,408.834119,408.839335,7704006,sample,Equity,Technology equity
2018-03-21,AAPL,403.89648,408.060856,396.424808,400.554729,400.55989,7268887,sample,Equity,Technology equity
2018-03-22,AAPL,399.475688,438.841861,385.161422,423.660972,423.666486,6771986,sample,Equity,Technology equity
2018-03-23,AAPL,426.119088,444.401529,415.819735,433.913777,433.919479,9855799,sample,Equity,Technology equity
2018-03-26,AAPL,436.791805,446.385551,407.207023,416.351823,416.357346,5087440,sample,Equity,Technology equity
2018-03-27,AAPL,417.49155,427.078417,413.114672,422.647486,422.653145,8093705,sample,Equity,Technology equity
2018-03-28,AAPL,422.270023,436.761912,416.268472,430.641382,430.647201,6396416,sample,Equity,Technology equity
2018-03-29,AAPL,432.841516,447.761882,427.020155,441.819771,441.825795,3970411,sample,Equity,Technology equity
2018-03-30,AAPL,446.054307,457.359402,438.542802,449.785071,449.791259,7713224,sample,Equity,Technology equity
2018-04-02,AAPL,449.030315,460.251398,443.319648,454.471531,454.477838,3949715,sample,Equity,Technology equity
2018-04-03,AAPL,455.745103,468.223616,449.773424,462.16778,462.174249,5063147,sample,Equity,Technology equity
2018-04-04,AAPL,462.213248,470.061973,438.778837,446.358334,446.364635,6101648,sample,Equity,Technology equity
2018-04-05,AAPL,448.231209,458.320252,428.662496,438.533252,438.539493,7725214,sample,Equity,Technology equity
2018-04-06,AAPL,438.148752,441.819638,435.471037,439.13589,439.142191,9726259,sample,Equity,Technology equity
2018-04-09,AAPL,440.464104,446.660741,429.957835,436.092978,436.099286,7034250,sample,Equity,Technology equity
2018-04-10,AAPL,438.706199,443.186372,425.021912,429.407121,429.413381,6726602,sample,Equity,Technology equity
2018-04-11,AAPL,426.62534,469.324224,410.105504,451.82847,451.835109,8444525,sample,Equity,Technology equity
2018-04-12,AAPL,456.112817,460.615969,452.504516,457.000645,457.007411,12416026,sample,Equity,Technology equity
2018-04-13,AAPL,458.007599,469.891815,452.576196,464.384787,464.391714,12187842,sample,Equity,Technology equity
2018-04-16,AAPL,464.00932,472.58632,447.952736,456.388875,456.395734,4730690,sample,Equity,Technology equity
2018-04-17,AAPL,455.601653,466.023196,427.208433,437.209265,437.215883,6950309,sample,Equity,Technology equity
2018-04-18,AAPL,440.65151,446.956961,420.199389,426.299471,426.305971,6735458,sample,Equity,Technology equity
2018-04-19,AAPL,426.613182,441.262756,384.489038,398.161607,398.16772,4960362,sample,Equity,Technology equity
2018-04-20,AAPL,399.388779,402.82582,390.465644,393.855063,393.861152,4934572,sample,Equity,Technology equity
2018-04-23,AAPL,393.992083,406.684081,360.923658,372.937403,372.943208,6972679,sample,Equity,Technology equity
2018-04-24,AAPL,377.455329,387.760235,371.976835,382.21269,382.218679,5824740,sample,Equity,Technology equity
2018-04-25,AAPL,382.945694,383.611769,381.479657,382.144339,382.150366,5129828,sample,Equity,Technology equity
2018-04-26,AAPL,384.665107,387.022984,382.685602,385.041543,385.047655,6743612,sample,Equity,Technology equity
2018-04-27,AAPL,383.18953,396.9325,364.983688,378.560644,378.566692,8497916,sample,Equity,Technology equity
2018-04-30,AAPL,378.00658,384.015061,372.753375,378.751504,378.757592,4308548,sample,Equity,Technology equity
2018-05-01,AAPL,380.402174,390.26481,374.472544,384.274813,384.281028,5601314,sample,Equity,Technology equity
2018-05-02,AAPL,384.368834,385.703949,383.340905,384.675201,384.681459,8112268,sample,Equity,Technology equity
2018-05-03,AAPL,382.942215,393.054556,377.601703,387.648412,387.654756,6537678,sample,Equity,Technology equity
2018-05-04,AAPL,388.466394,390.016704,386.826126,388.376075,388.382468,14061560,sample,Equity,Technology equity
2018-05-07,AAPL,386.859819,393.575084,371.493656,378.056103,378.062362,6454765,sample,Equity,Technology equity
2018-05-08,AAPL,379.225343,382.579019,372.133083,375.453402,375.459653,5590715,sample,Equity,Technology equity
2018-05-09,AAPL,375.158591,399.281936,365.119817,388.876099,388.882609,3252639,sample,Equity,Technology equity
2018-05-10,AAPL,389.437524,406.463437,379.014344,395.868143,395.874806,7077851,sample,Equity,Technology equity
2018-05-11,AAPL,392.919968,398.888365,383.992239,389.91499,389.921588,3506119,sample,Equity,Technology equity
2018-05-14,AAPL,387.305181,396.129738,369.16662,377.774014,377.780439,5933838,sample,Equity,Technology equity
2018-05-15,AAPL,380.158551,388.458189,359.700844,367.729122,367.735409,6568354,sample,Equity,Technology equity
2018-05-16,AAPL,366.332853,375.117045,343.375808,351.811804,351.817849,9926852,sample,Equity,Technology equity
2018-05-17,AAPL,352.522557,357.61487,338.789394,343.755058,343.760993,7593537,sample,Equity,Technology equity
2018-05-18,AAPL,341.77576,344.94953,341.015252,344.183665,344.189636,5440672,sample,Equity,Technology equity
2018-05-21,AAPL,344.717124,346.067757,341.378043,342.720855,342.72683,15792792,sample,Equity,Technology equity
2018-05-22,AAPL,341.268687,346.365775,339.446162,344.525856,344.531889,6715080,sample,Equity,Technology equity
2018-05-23,AAPL,345.191918,347.581161,343.587962,345.973573,345.97966,5261776,sample,Equity,Technology equity
2018-05-24,AAPL,346.040247,349.740657,339.801562,343.474535,343.480605,7971467,sample,Equity,Technology equity
2018-05-25,AAPL,341.144665,359.379535,334.015933,352.023474,352.029722,5606440,sample,Equity,Technology equity
2018-05-28,AAPL,351.112858,358.513508,347.335289,354.697374,354.703696,8058437,sample,Equity,Technology equity
2018-05-29,AAPL,352.811481,366.13848,318.281121,330.775748,330.781669,9568217,sample,Equity,Technology equity
2018-05-30,AAPL,331.092419,342.2877,327.183811,338.294075,338.300156,7805489,sample,Equity,Technology equity
2018-05-31,AAPL,337.403565,339.624189,336.647638,338.864988,338.871103,6299156,sample,Equity,Technology equity
2018-06-01,AAPL,340.196521,347.464772,335.194154,342.429569,342.435774,6366014,sample,Equity,Technology equity
2018-06-04,AAPL,343.000001,365.618009,334.4974,356.773967,356.780456,8021795,sample,Equity,Technology equity
2018-06-05,AAPL,357.674967,368.757357,351.70183,362.700297,362.706918,9954792,sample,Equity,Technology equity
2018-06-06,AAPL,363.460768,381.796418,357.4911,375.626926,375.633809,7178355,sample,Equity,Technology equity
2018-06-07,AAPL,376.983821,387.220043,349.978259,359.746435,359.753051,9189838,sample,Equity,Technology equity
2018-06-08,AAPL,359.028156,377.053863,350.136867,367.941828,367.948618,8911689,sample,Equity,Technology equity
2018-06-11,AAPL,368.784792,376.147037,346.347783,353.402953,353.409498,8933256,sample,Equity,Technology equity
2018-06-12,AAPL,352.915742,359.524846,349.376753,355.955376,355.96199,6782077,sample,Equity,Technology equity
2018-06-13,AAPL,355.008725,357.312673,350.639782,352.93024,352.936819,4373787,sample,Equity,Technology equity
2018-06-14,AAPL,353.036645,378.475642,342.813301,367.824079,367.830958,5165046,sample,Equity,Technology equity
2018-06-15,AAPL,367.83347,373.428109,355.561599,361.053111,361.059884,3213232,sample,Equity,Technology equity
2018-06-18,AAPL,360.358461,371.468309,356.921311,367.958668,367.965592,6628629,sample,Equity,Technology equity
2018-06-19,AAPL,368.968838,390.791391,360.99455,382.524142,382.531361,5482393,sample,Equity,Technology equity
2018-06-20,AAPL,383.798996,397.406568,375.391545,388.887645,388.895006,7559391,sample,Equity,Technology equity
2018-06-21,AAPL,386.496486,390.282355,385.55884,389.337816,389.345206,8508108,sample,Equity,Technology equity
2018-06-22,AAPL,391.497312,394.410974,385.421821,388.311775,388.319166,7013199,sample,Equity,Technology equity
2018-06-25,AAPL,388.267227,410.405675,377.997209,399.829816,399.837446,6850431,sample,Equity,Technology equity
2018-06-26,AAPL,401.249264,405.513936,390.268838,394.461365,394.468912,8336661,sample,Equity,Technology equity
2018-06-27,AAPL,396.904683,401.905955,391.497274,396.493363,396.500967,5893767,sample,Equity,Technology equity
2018-06-28,AAPL,396.2472,406.002989,372.457705,381.859255,381.866597,5022366,sample,Equity,Technology equity
2018-06-29,AAPL,383.255291,390.265025,361.394298,368.127343,368.134437,6253501,sample,Equity,Technology equity
2018-07-02,AAPL,367.349483,376.537786,351.802849,360.828035,360.835005,8361159,sample,Equity,Technology equity
2018-07-03,AAPL,359.957176,404.567929,342.4426,385.796099,385.803567,7476483,sample,Equity,Technology equity
2018-07-04,AAPL,388.993707,393.76414,379.501428,384.213236,384.220689,5692180,sample,Equity,Technology equity
2018-07-05,AAPL,385.996396,393.844547,380.301235,388.118082,388.125627,9440019,sample,Equity,Technology equity
2018-07-06,AAPL,387.636745,389.013914,386.989015,388.364967,388.372532,4743100,sample,Equity,Technology equity
2018-07-09,AAPL,387.065715,392.055572,377.880107,382.815169,382.822639,4504527,sample,Equity,Technology equity
2018-07-10,AAPL,384.623297,395.238911,352.159768,362.155263,362.162344,9294004,sample,Equity,Technology equity
2018-07-11,AAPL,364.953212,372.366943,361.159843,368.536331,368.543549,13709167,sample,Equity,Technology equity
2018-07-12,AAPL,368.776183,399.005833,358.448576,388.136051,388.143665,13039525,sample,Equity,Technology equity
2018-07-13,AAPL,388.603109,393.002103,385.583687,389.972044,389.979707,11689857,sample,Equity,Technology equity
2018-07-16,AAPL,387.363054,407.652139,378.475606,398.508965,398.516808,8176673,sample,Equity,Technology equity
2018-07-17,AAPL,399.30057,401.845167,396.842322,399.38639,399.394262,3939475,sample,Equity,Technology equity
2018-07-18,AAPL,402.037329,407.992331,382.510257,388.261206,388.268869,6701175,sample,Equity,Technology equity
2018-07-19,AAPL,388.599775,394.052422,385.762822,391.196512,391.204244,9919905,sample,Equity,Technology equity
2018-07-20,AAPL,392.717133,395.082965,387.970809,390.322213,390.329937,11760803,sample,Equity,Technology equity
2018-07-23,AAPL,389.83959,412.926662,380.812694,403.581566,403.589562,6201925,sample,Equity,Technology equity
2018-07-24,AAPL,404.957031,414.417429,383.239602,392.406809,392.414592,9361020,sample,Equity,Technology equity
2018-07-25,AAPL,392.548044,400.759894,367.48274,375.334493,375.341945,6458860,sample,Equity,Technology equity
2018-07-26,AAPL,376.456023,383.53213,373.247892,380.291315,380.298873,6038178,sample,Equity,Technology equity
2018-07-27,AAPL,385.565338,387.002348,378.338939,379.75429,379.761844,6518921,sample,Equity,Technology equity
2018-07-30,AAPL,377.193655,397.072337,370.584528,390.234707,390.242476,10985061,sample,Equity,Technology equity
2018-07-31,AAPL,388.298046,394.255796,374.075219,379.90418,379.91175,6654672,sample,Equity,Technology equity
2018-08-01,AAPL,380.757478,396.264292,375.456859,390.823541,390.831333,8856663,sample,Equity,Technology equity
2018-08-02,AAPL,390.762453,404.284954,359.5746,372.46387,372.471301,8131964,sample,Equity,Technology equity
2018-08-03,AAPL,372.73329,378.287311,368.056903,373.60005,373.607507,8381241,sample,Equity,Technology equity
2018-08-06,AAPL,376.736441,382.690854,360.522914,366.312575,366.319891,13902918,sample,Equity,Technology equity
2018-08-07,AAPL,366.564534,385.917858,359.752876,378.877397,378.884967,4456883,sample,Equity,Technology equity
2018-08-08,AAPL,381.979339,386.860791,370.096438,374.887258,374.894751,4951940,sample,Equity,Technology equity
2018-08-09,AAPL,372.212352,394.757308,360.354696,382.569695,382.577343,8178526,sample,Equity,Technology equity
2018-08-10,AAPL,381.997041,389.452758,367.707318,375.026996,375.034495,15125182,sample,Equity,Technology equity
2018-08-13,AAPL,375.977441,382.548438,360.420677,366.831835,366.839171,4811871,sample,Equity,Technology equity
2018-08-14,AAPL,367.975612,380.636099,330.058788,341.819348,341.826184,6961183,sample,Equity,Technology equity
2018-08-15,AAPL,341.21251,353.971831,336.714415,349.366248,349.373235,10151067,sample,Equity,Technology equity
2018-08-16,AAPL,351.08833,358.00014,347.350013,354.228389,354.235473,17736713,sample,Equity,Technology equity
